"﻿MkID","LastName","FirstName","FullName","BirthDate","YearDate","BirthDateHeb","DeathDate","DeathDateHeb","YearDeathDate","ImmigrationDate","BirthCountry","CityName","FamilyStatus","ChildrenNumber","imgPath","FK_MKStatus","FirstLetter","LU_Gender"
782,יחימוביץ`,שלי,יחימוביץ` שלי,1960-03-28,1960.0,"1960-03-28T00:00:00",,"",,"",ישראל,תל אביב,לא נשואה,2.0,https://fs.knesset.gov.il/globaldocs/MK/782/1_782_2_1772.png?v=20201010,0,י,2
783,כהן,יעקב,כהן יעקב,1953-07-13,1953.0,"",,"",,"",ישראל,בני ברק,נשוי,10.0,https://fs.knesset.gov.il/globaldocs/MK/783/1_783_3_1778.jpeg?v=20201010,0,כ,1
784,מיכאלי,אברהם,מיכאלי אברהם,1957-03-29,1957.0,"1957-03-30T00:00:00",,"",,"1957-01-01T00:00:00",גרוזיה,אור יהודה,לא לרשום,3.0,https://fs.knesset.gov.il/globaldocs/MK/784/1_784_2_1780.png?v=20201010,0,מ,1
785,מילר,אלכס,מילר אלכס,1977-04-04,1977.0,"1977-04-04T00:00:00",,"",,"1992-01-01T00:00:00",ברית המועצות,רמת גן,נשוי,1.0,https://fs.knesset.gov.il/globaldocs/MK/785/1_785_2_1784.png?v=20201010,0,מ,1
786,מיסז`ניקוב,סטס,מיסז`ניקוב סטס,1969-02-28,1969.0,"1969-02-28T00:00:00",,"",,"1982-01-01T00:00:00",ברית המועצות,ראשון לציון,נשוי,1.0,https://fs.knesset.gov.il/globaldocs/MK/786/1_786_2_1788.png?v=20201010,0,מ,1
787,מרום שלו,שרה,מרום שלו שרה,1934-01-01,1934.0,"1934-09-23T00:00:00",,"",,"1947-01-01T00:00:00",רומניה,רחובות,גרושה,2.0,https://fs.knesset.gov.il/globaldocs/MK/787/1_787_3_1791.jpeg?v=20201010,0,מ,2
788,מרציאנו,יורם,מרציאנו יורם,1964-10-31,1964.0,"",,"",,"",ישראל,אשדוד,נשוי,2.0,https://fs.knesset.gov.il/globaldocs/MK/788/1_788_2_1793.png?v=20201010,0,מ,1
789,סוייד,חנא,סוייד חנא,1955-03-27,1955.0,"",,"",,"",ישראל,עילבון,נשוי,3.0,https://fs.knesset.gov.il/globaldocs/MK/789/1_789_2_1796.png?v=20201010,0,ס,1
790,אהרונוביץ,יצחק,אהרונוביץ יצחק,1950-08-22,1950.0,"1950-08-22T00:00:00",,"",,"",ישראל,אבן יהודה,נשוי,4.0,https://fs.knesset.gov.il/globaldocs/MK/790/1_790_2_1800.png?v=20201010,0,א,1
791,אטיאס,אריאל,אטיאס אריאל,1970-11-13,1970.0,"1970-11-14T00:00:00",,"",,"",ישראל,ירושלים,נשוי,4.0,https://fs.knesset.gov.il/globaldocs/MK/791/1_791_2_1804.png?v=20201010,0,א,1
792,אילון,עמיחי,אילון עמיחי,1945-06-27,1945.0,"",,"",,"",ישראל,כרם מהר”ל,נשוי,3.0,https://fs.knesset.gov.il/globaldocs/MK/792/1_792_3_1808.jpeg?v=20201010,0,א,1
793,אילטוב,רוברט,אילטוב רוברט,1971-11-12,1971.0,"",,"",,"1985-01-01T00:00:00",ברית המועצות,נתניה,נשוי,1.0,https://fs.knesset.gov.il/globaldocs/MK/793/1_793_2_1811.png?v=20201010,0,א,1
794,איתן,רפי,איתן רפי,1926-11-23,1926.0,"",2019-03-23,"2019-03-23T00:00:00",2019.0,"",ישראל,תל אביב,נשוי,3.0,https://fs.knesset.gov.il/globaldocs/MK/794/1_794_3_1817.jpeg?v=20201010,0,א,1
795,אמסלם,חיים,אמסלם חיים,1959-10-12,1959.0,"1959-10-12T00:00:00",,"",,"",אלג`יריה,ירושלים,נשוי,8.0,https://fs.knesset.gov.il/globaldocs/MK/795/1_795_2_1819.png?v=20201010,0,א,1
796,בן-יזרי,יעקב,בן-יזרי יעקב,1927-10-01,1927.0,"",2018-02-17,"",2018.0,"1949-01-01T00:00:00",מרוקו,כפר סבא,נשוי,1.0,https://fs.knesset.gov.il/globaldocs/MK/796/1_796_3_1822.jpeg?v=20201010,0,ב,1
797,ברוורמן,אבישי,ברוורמן אבישי,1948-01-15,1948.0,"",,"",,"",ישראל,תל אביב,נשוי,2.0,https://fs.knesset.gov.il/globaldocs/MK/797/1_797_2_1824.png?v=20201010,0,ב,1
798,גלזר,אלחנן,גלזר אלחנן,1947-08-13,1947.0,"1947-08-13T00:00:00",,"",,"",ישראל,ראשון לציון,אלמן,3.0,https://fs.knesset.gov.il/globaldocs/MK/798/1_798_3_1828.jpeg?v=20201010,0,ג,1
799,גלנטי,יצחק,גלנטי יצחק,1937-12-12,1937.0,"1937-02-12T00:00:00",2012-06-24,"",2012.0,"1945-01-01T00:00:00",סוריה,נשר,גרוש,3.0,https://fs.knesset.gov.il/globaldocs/MK/799/1_799_3_1830.jpeg?v=20201010,0,ג,1
800,צרצור,אברהים,צרצור אברהים,1959-02-02,1959.0,"",,"",,"",ישראל,כפר קאסם,נשוי,1.0,https://fs.knesset.gov.il/globaldocs/MK/800/1_800_2_1832.png?v=20201010,0,צ,1
801,שגל,יוסף,שגל יוסף,1949-03-25,1949.0,"",,"",,"1990-01-01T00:00:00",ברית המועצות,ראשון לציון,נשוי,2.0,https://fs.knesset.gov.il/globaldocs/MK/801/1_801_3_1836.jpeg?v=20201010,0,ש,1
802,שמטוב,ליה,שמטוב ליה,1958-05-25,1958.0,"",,"",,"1980-01-01T00:00:00",אוקראינה,נתניה,נשואה,2.0,https://fs.knesset.gov.il/globaldocs/MK/802/1_802_2_1838.png?v=20201010,0,ש,2
803,שרוני,משה,שרוני משה,1929-01-01,1929.0,"",2020-09-20,"2020-09-20T00:00:00",2020.0,"1948-01-01T00:00:00",רומניה,חיפה,נשוי,2.0,https://fs.knesset.gov.il/globaldocs/MK/803/1_803_3_1841.jpeg?v=20201010,0,ש,1
804,חרמש,שי,חרמש שי,1944-03-23,1944.0,"1944-03-26T00:00:00",,"",,"",ישראל,כפר עזה,נשוי,5.0,https://fs.knesset.gov.il/globaldocs/MK/804/1_804_2_1843.png?v=20201010,0,ח,1
805,רותם,דוד,רותם דוד,1949-01-11,1949.0,"1949-01-11T00:00:00",2015-06-08,"2015-06-08T00:00:00",2015.0,"",ישראל,אפרת,נשוי,5.0,https://fs.knesset.gov.il/globaldocs/MK/805/1_805_2_1846.png?v=20201010,0,ר,1
807,נפאע,סעיד,נפאע סעיד,1953-04-01,1953.0,"",,"",,"",ישראל,בית ג'ן,נשוי,9.0,https://fs.knesset.gov.il/globaldocs/MK/807/1_807_2_1852.png?v=20201010,0,נ,1
808,בן-ישראל,יצחק,בן-ישראל יצחק,1949-07-26,1949.0,"1949-07-26T00:00:00",,"",,"",ישראל,רמת השרון,נשוי,3.0,https://fs.knesset.gov.il/globaldocs/MK/808/1_808_3_1855.jpeg?v=20201010,0,ב,1
809,פלסנר,יוחנן,פלסנר יוחנן,1972-01-17,1972.0,"1972-01-17T00:00:00",,"",,"",אנגליה,הוד השרון,נשוי,3.0,https://fs.knesset.gov.il/globaldocs/MK/809/1_809_2_1857.png?v=20201010,0,פ,1
810,מולה,שלמה (נגוסה),מולה שלמה (נגוסה),1965-11-21,1965.0,"",,"",,"",אתיופיה,ראשון לציון,נשוי,3.0,https://fs.knesset.gov.il/globaldocs/MK/810/1_810_2_1860.png?v=20201010,0,מ,1
811,בהיינה,מזור,בהיינה מזור,1973-01-01,1973.0,"1973-09-12T00:00:00",,"",,"1982-01-01T00:00:00",אתיופיה,באר שבע,נשוי,7.0,https://fs.knesset.gov.il/globaldocs/MK/811/1_811_3_1863.jpeg?v=20201010,0,ב,1
812,שנאן,שכיב,שנאן שכיב,1961-06-20,1961.0,"",,"",,"",ישראל,חורפיש,לא לרשום,5.0,https://fs.knesset.gov.il/globaldocs/MK/812/1_812_2_1865.png?v=20201010,0,ש,1
813,ליטינצקי,לאון,ליטינצקי לאון,1967-08-02,1967.0,"1967-08-02T00:00:00",,"",,"",רוסיה,כפר סבא,נשוי,1.0,https://fs.knesset.gov.il/globaldocs/MK/813/1_813_2_1868.png?v=20201010,0,ל,1
814,מקלב,אורי,מקלב אורי,1957-01-10,1957.0,"1957-01-10T00:00:00",,"",,"",ישראל,ירושלים,נשוי,1.0,https://fs.knesset.gov.il/globaldocs/MK/814/1_814_2_1873.png?v=20201010,2,מ,1
815,גרינפילד,צביה,גרינפילד צביה,1945-10-27,1945.0,"",,"",,"",ישראל,ירושלים,לא לרשום,5.0,https://fs.knesset.gov.il/globaldocs/MK/815/1_815_3_1879.jpeg?v=20201010,0,ג,2
816,פולק,יהושע מנחם,פולק יהושע מנחם,1948-02-12,1948.0,"",,"",,"1961-01-01T00:00:00",רומניה,"",לא לרשום,,https://fs.knesset.gov.il/globaldocs/MK/816/1_816_2_1881.png?v=20201010,0,פ,1
817,בילסקי,זאב,בילסקי זאב,1949-03-13,1949.0,"1949-03-13T00:00:00",,"",,"",ישראל,רעננה,נשוי,3.0,https://fs.knesset.gov.il/globaldocs/MK/817/1_817_2_1883.png?v=20201010,0,ב,1
818,שי,נחמן,שי נחמן,1946-11-28,1946.0,"1946-11-28T00:00:00",,"",,"",ישראל,מבשרת ציון,נשוי,3.0,https://fs.knesset.gov.il/globaldocs/MK/818/1_818_2_1887.png?v=20201010,0,ש,1
819,טיבייב,רוברט,טיבייב רוברט,1961-06-22,1961.0,"1961-06-22T00:00:00",,"",,"1994-01-01T00:00:00",ברית המועצות,אופקים,נשוי,2.0,https://fs.knesset.gov.il/globaldocs/MK/819/1_819_2_1893.png?v=20201010,0,ט,1
820,אדטו,רחל,אדטו רחל,,,"",,"",,"",ישראל,מבשרת ציון,לא לרשום,2.0,https://fs.knesset.gov.il/globaldocs/MK/820/1_820_2_1896.png?v=20201010,0,א,2
821,ביבי,אריה,ביבי אריה,1943-04-28,1943.0,"",,"",,"",עיראק,פתח תקווה,נשוי,4.0,https://fs.knesset.gov.il/globaldocs/MK/821/1_821_2_1899.png?v=20201010,0,ב,1
822,זוארץ,אורית,זוארץ אורית,1967-02-21,1967.0,"1967-02-21T00:00:00",,"",,"",ברית המועצות,קדימה-צורן,נשואה,3.0,https://fs.knesset.gov.il/globaldocs/MK/822/1_822_2_1902.png?v=20201010,0,ז,2
823,יעלון,משה,יעלון משה,1950-06-24,1950.0,"1950-06-24T00:00:00",,"",,"",ישראל,מכבים-רעות,נשוי,3.0,https://fs.knesset.gov.il/globaldocs/MK/823/1_823_2_1905.png?v=20201010,1,י,1
824,פלד,יוסי,פלד יוסי,1941-01-18,1941.0,"1941-01-18T00:00:00",,"",,"",בלגיה,תל אביב,גרוש,2.0,https://fs.knesset.gov.il/globaldocs/MK/824/1_824_2_1909.png?v=20201010,0,פ,1
825,חוטובלי,ציפי,חוטובלי ציפי,1978-12-02,1978.0,"1978-12-02T00:00:00",,"",,"",ישראל,רחובות,נשואה,,https://fs.knesset.gov.il/globaldocs/MK/825/1_825_2_1913.png?v=20201010,2,ח,2
826,לוין,יריב,לוין יריב,1969-06-22,1969.0,"1969-06-23T00:00:00",,"",,"",ישראל,מודיעין,נשוי,3.0,https://fs.knesset.gov.il/globaldocs/MK/826/1_826_2_1920.png?v=20201010,1,ל,1
827,פיניאן,ציון,פיניאן ציון,1951-01-01,1951.0,"",,"",,"",מרוקו,טבריה,נשוי,6.0,https://fs.knesset.gov.il/globaldocs/MK/827/1_827_2_1926.png?v=20201010,0,פ,1
828,דנון,דני,דנון דני,1971-05-08,1971.0,"1971-05-08T00:00:00",,"",,"",ישראל,תל מונד,נשוי,3.0,https://fs.knesset.gov.il/globaldocs/MK/828/1_828_2_1929.png?v=20201010,0,ד,1
829,שאמה הכהן,כרמל,שאמה הכהן כרמל,1973-08-16,1973.0,"1973-08-16T00:00:00",,"",,"",ישראל,רמת גן,נשוי,4.0,https://fs.knesset.gov.il/globaldocs/MK/829/1_829_2_1933.png?v=20201010,0,ש,1
830,אקוניס,אופיר,אקוניס אופיר,1973-05-28,1973.0,"1973-05-28T00:00:00",,"",,"",ישראל,תל אביב,נשוי,2.0,https://fs.knesset.gov.il/globaldocs/MK/830/1_830_2_1938.png?v=20201010,1,א,1
831,רגב,מירי מרים,רגב מירי מרים,1965-05-26,1965.0,"1965-05-26T00:00:00",,"",,"",ישראל,ראש העין,נשואה,3.0,https://fs.knesset.gov.il/globaldocs/MK/831/1_831_2_1945.png?v=20201010,1,ר,2
832,לוי אבקסיס,אורלי,לוי אבקסיס אורלי,1973-11-11,1973.0,"1973-11-11T00:00:00",,"",,"",ישראל,רשפים,נשואה,4.0,https://fs.knesset.gov.il/globaldocs/MK/832/1_832_2_1952.png?v=20201010,1,ל,2
833,אילון,דניאל,אילון דניאל,1955-12-17,1955.0,"1955-12-17T00:00:00",,"",,"",ישראל,הוד השרון,נשוי,2.0,https://fs.knesset.gov.il/globaldocs/MK/833/1_833_2_1958.png?v=20201010,0,א,1
834,מיכאלי,אנסטסיה,מיכאלי אנסטסיה,1975-07-12,1975.0,"1975-07-12T00:00:00",,"",,"",רוסיה,ראשון לציון,נשואה,8.0,https://fs.knesset.gov.il/globaldocs/MK/834/1_834_2_1961.png?v=20201010,0,מ,2
835,קירשנבאום,פניה (פאינה),קירשנבאום פניה (פאינה),1955-11-27,1955.0,"1955-11-27T00:00:00",,"",,"",ברית המועצות,"",נשואה,3.0,https://fs.knesset.gov.il/globaldocs/MK/835/1_835_2_1964.png?v=20201010,0,ק,2
836,בן-סימון,דניאל,בן-סימון דניאל,1954-04-29,1954.0,"1954-04-29T00:00:00",,"",,"",מרוקו,הרצלייה,גרוש,4.0,https://fs.knesset.gov.il/globaldocs/MK/836/1_836_2_1968.png?v=20201010,0,ב,1
837,עמאר,חמד,עמאר חמד,1964-11-05,1964.0,"",,"",,"",ישראל,שפרעם,נשוי,3.0,https://fs.knesset.gov.il/globaldocs/MK/837/1_837_2_1972.png?v=20201010,1,ע,1
838,מטלון,משה מוץ,מטלון משה מוץ,1953-05-12,1953.0,"1953-05-12T00:00:00",,"",,"",ישראל,הרצלייה,נשוי,4.0,https://fs.knesset.gov.il/globaldocs/MK/838/1_838_2_1978.png?v=20201010,0,מ,1
839,מוזס,מנחם אליעזר,מוזס מנחם אליעזר,1946-10-20,1946.0,"1946-10-20T00:00:00",,"",,"",ישראל,ירושלים,נשוי,10.0,https://fs.knesset.gov.il/globaldocs/MK/839/1_839_2_1982.png?v=20201010,0,מ,1
840,כ”ץ,יעקב (כצל`ה),כ”ץ יעקב (כצל`ה),1951-09-29,1951.0,"1951-09-29T00:00:00",,"",,"",ישראל,בית אל,נשוי,7.0,https://fs.knesset.gov.il/globaldocs/MK/840/1_840_2_1988.png?v=20201010,0,כ,1
841,בן-ארי,מיכאל,בן-ארי מיכאל,1963-10-12,1963.0,"1963-10-12T00:00:00",,"",,"",ישראל,קרני שומרון,נשוי,8.0,https://fs.knesset.gov.il/globaldocs/MK/841/1_841_2_1991.png?v=20201010,0,ב,1
842,אגבאריה,עפו,אגבאריה עפו,1949-05-13,1949.0,"",,"",,"",ישראל,אום אל-פחם,נשוי,3.0,https://fs.knesset.gov.il/globaldocs/MK/842/1_842_2_1994.png?v=20201010,0,א,1
843,הורוביץ,ניצן,הורוביץ ניצן,1965-02-24,1965.0,"1965-02-24T00:00:00",,"",,"",ישראל,תל אביב,בזוגיות,,https://fs.knesset.gov.il/globaldocs/MK/843/1_843_2_1998.png?v=20201010,1,ה,1
844,גנאים,מסעוד,גנאים מסעוד,1965-02-14,1965.0,"",,"",,"",ישראל,סח`נין,נשוי,3.0,https://fs.knesset.gov.il/globaldocs/MK/844/1_844_2_2003.png?v=20201010,0,ג,1
845,אורבך,אורי,אורבך אורי,1960-03-28,1960.0,"1960-03-28T00:00:00",2015-02-16,"2015-02-16T00:00:00",2015.0,"",ישראל,מודיעין,נשוי,4.0,https://fs.knesset.gov.il/globaldocs/MK/845/1_845_2_2009.png?v=20201010,0,א,1
846,זועבי,חנין,זועבי חנין,1969-05-23,1969.0,"",,"",,"",ישראל,נצרת,רווקה,,https://fs.knesset.gov.il/globaldocs/MK/846/1_846_2_2014.png?v=20201010,0,ז,2
847,הרשקוביץ,דניאל,הרשקוביץ דניאל,1953-01-02,1953.0,"",,"",,"",ישראל,חיפה,נשוי,1.0,https://fs.knesset.gov.il/globaldocs/MK/847/1_847_2_2020.png?v=20201010,0,ה,1
848,שמאלוב ברקוביץ`,יוליה,שמאלוב ברקוביץ` יוליה,1964-04-01,1964.0,"1964-04-01T00:00:00",,"",,"1979-01-01T00:00:00","",הרצלייה,נשואה,2.0,https://fs.knesset.gov.il/globaldocs/MK/848/1_848_2_2023.png?v=20201010,0,ש,2
849,וילף,עינת,וילף עינת,1970-12-11,1970.0,"1970-12-11T00:00:00",,"",,"",ישראל,תל אביב,נשואה,1.0,https://fs.knesset.gov.il/globaldocs/MK/849/1_849_2_2026.png?v=20201010,0,ו,2
850,אבסדזה,נינו,אבסדזה נינו,1965-04-12,1965.0,"1965-04-12T00:00:00",,"",,"1990-01-01T00:00:00",ברית המועצות,כוכב יאיר,ידועה בציבור,2.0,https://fs.knesset.gov.il/globaldocs/MK/850/1_850_2_2029.png?v=20201010,0,א,2
851,אביטל,דורון,אביטל דורון,1959-01-22,1959.0,"1959-01-22T00:00:00",,"",,"",ישראל,תל אביב,"",1.0,https://fs.knesset.gov.il/globaldocs/MK/851/1_851_2_2032.png?v=20201010,0,א,1
852,דואן,אברהם,דואן אברהם,1955-10-17,1955.0,"1955-10-17T00:00:00",2018-09-22,"",2018.0,"",ישראל,רמת גן,גרוש,1.0,https://fs.knesset.gov.il/globaldocs/MK/852/1_852_2_2035.png?v=20201010,0,ד,1
853,צלנר,יובל,צלנר יובל,1978-03-02,1978.0,"1978-03-02T00:00:00",,"",,"",ישראל,תל אביב,נשוי,,https://fs.knesset.gov.il/globaldocs/MK/853/1_853_2_2038.png?v=20201010,0,צ,1
854,חסון,אכרם ,חסון אכרם ,1959-07-02,1959.0,"",,"",,"",ישראל,תל אביב,נשוי,5.0,https://fs.knesset.gov.il/globaldocs/MK/854/1_854_2_2043.jpeg?v=20201010,0,ח,1
855,דבאח,אחמד,דבאח אחמד,1955-01-27,1955.0,"",,"",,"",ישראל,שפרעם,נשוי,9.0,https://fs.knesset.gov.il/globaldocs/MK/855/1_855_2_2049.png?v=20201010,0,ד,1
856,אדמסו,אללי,אדמסו אללי,1962-01-27,1962.0,"",,"",,"1983-01-01T00:00:00",אתיופיה,"",לא לרשום,7.0,https://fs.knesset.gov.il/globaldocs/MK/856/1_856_2_2051.png?v=20201010,0,א,1
857,אבו עראר,טלב,אבו עראר טלב,1967-05-04,1967.0,"",,"",,"",ישראל,ערערה,לא לרשום,,https://fs.knesset.gov.il/globaldocs/MK/857/1_857_2_2054.png?v=20201010,0,א,1
859,אוחיון,שמעון,אוחיון שמעון,1945-01-01,1945.0,"1945-06-01T00:00:00",,"",,"1956-01-01T00:00:00",מרוקו,ראשון לציון,נשוי,3.0,https://fs.knesset.gov.il/globaldocs/MK/859/1_859_2_2060.png?v=20201010,0,א,1
860,אלהרר,קארין,אלהרר קארין,1977-10-09,1977.0,"1977-10-09T00:00:00",,"",,"",ישראל,ראשון לציון,נשואה,,https://fs.knesset.gov.il/globaldocs/MK/860/1_860_2_2065.png?v=20201010,1,א,2
861,אשר,יעקב,אשר יעקב,1965-07-02,1965.0,"1965-07-02T00:00:00",,"",,"",ישראל,בני ברק,נשוי,7.0,https://fs.knesset.gov.il/globaldocs/MK/861/1_861_2_2072.png?v=20201010,1,א,1
862,בירן,מיכל,בירן מיכל,1978-06-28,1978.0,"1978-06-28T00:00:00",,"",,"",ישראל,ירושלים,רווקה,,https://fs.knesset.gov.il/globaldocs/MK/862/1_862_2_2079.png?v=20201010,0,ב,2
863,בן-דהן,אלי,בן-דהן אלי,1954-02-11,1954.0,"1954-02-11T00:00:00",,"",,"1956-01-01T00:00:00",מרוקו,ירושלים,נשוי,9.0,https://fs.knesset.gov.il/globaldocs/MK/863/1_863_2_2086.png?v=20201010,0,ב,1
864,בנט,נפתלי,בנט נפתלי,1972-03-25,1972.0,"1972-03-25T00:00:00",,"",,"",ישראל,רעננה,נשוי,4.0,https://fs.knesset.gov.il/globaldocs/MK/864/1_864_2_2093.png?v=20201010,1,ב,1
865,בר,יחיאל חיליק,בר יחיאל חיליק,1975-09-04,1975.0,"1975-09-04T00:00:00",,"",,"",ישראל,ירושלים,נשוי,3.0,https://fs.knesset.gov.il/globaldocs/MK/865/1_865_2_2100.png?v=20201010,0,ב,1
866,בר לב,עמר,בר לב עמר,1953-10-02,1953.0,"1953-10-01T00:00:00",,"",,"",ישראל,כוכב יאיר,נשוי,3.0,https://fs.knesset.gov.il/globaldocs/MK/866/1_866_2_2107.png?v=20201010,0,ב,1
867,גטאס,באסל,גטאס באסל,1956-03-23,1956.0,"",,"",,"",ישראל,כפר ראמה,נשוי,1.0,https://fs.knesset.gov.il/globaldocs/MK/867/1_867_2_2114.png?v=20201010,0,ג,1
868,גרמן,יעל,גרמן יעל,1947-08-05,1947.0,"1947-08-05T00:00:00",,"",,"",ישראל,הרצלייה,נשואה,2.0,https://fs.knesset.gov.il/globaldocs/MK/868/1_868_2_2119.png?v=20201010,0,ג,2
869,הופמן,רונן,הופמן רונן,1963-07-19,1963.0,"",,"",,"",ישראל,כפר שמריהו,גרוש,2.0,https://fs.knesset.gov.il/globaldocs/MK/869/1_869_2_2125.png?v=20201010,0,ה,1
870,וורצמן,אבי,וורצמן אבי,1970-10-29,1970.0,"1970-10-29T00:00:00",,"",,"",ישראל,באר שבע,נשוי,4.0,https://fs.knesset.gov.il/globaldocs/MK/870/1_870_2_2129.png?v=20201010,0,ו,1
871,זנדברג,תמר,זנדברג תמר,1976-04-29,1976.0,"1976-04-29T00:00:00",,"",,"",ישראל,תל אביב,גרושה,1.0,https://fs.knesset.gov.il/globaldocs/MK/871/1_871_2_2134.png?v=20201010,1,ז,2
872,טופורובסקי,בועז,טופורובסקי בועז,1980-07-17,1980.0,"1980-07-17T00:00:00",,"",,"",ישראל,נס ציונה,נשוי,2.0,https://fs.knesset.gov.il/globaldocs/MK/872/1_872_2_2140.png?v=20201010,1,ט,1
873,יוגב,מרדכי,יוגב מרדכי,1956-02-22,1956.0,"1956-02-22T00:00:00",,"",,"",ישראל,דולב,נשוי,9.0,https://fs.knesset.gov.il/globaldocs/MK/873/1_873_2_2145.png?v=20201010,0,י,1
874,כהן,מאיר,כהן מאיר,1955-11-15,1955.0,"1955-11-15T00:00:00",,"",,"1962-01-01T00:00:00",מרוקו,דימונה,נשוי,3.0,https://fs.knesset.gov.il/globaldocs/MK/874/1_874_2_2152.png?v=20201010,1,כ,1
875,לביא,עליזה,לביא עליזה,1964-09-23,1964.0,"1964-09-23T00:00:00",,"",,"",ישראל,נתניה,נשואה,4.0,https://fs.knesset.gov.il/globaldocs/MK/875/1_875_2_2159.png?v=20201010,0,ל,2
876,לוי,מיקי,לוי מיקי,1951-06-21,1951.0,"",,"",,"",ישראל,מבשרת ציון,נשוי,4.0,https://fs.knesset.gov.il/globaldocs/MK/876/1_876_2_2166.png?v=20201010,1,ל,1
877,ליפמן,דב,ליפמן דב,1971-09-09,1971.0,"1971-09-09T00:00:00",,"",,"2004-01-01T00:00:00",ארצות הברית,בית שמש,נשוי,4.0,https://fs.knesset.gov.il/globaldocs/MK/877/1_877_2_2172.png?v=20201010,0,ל,1
878,לפיד,יאיר,לפיד יאיר,1963-11-05,1963.0,"1963-11-05T00:00:00",,"",,"",ישראל,תל אביב,נשוי,3.0,https://fs.knesset.gov.il/globaldocs/MK/878/1_878_2_2177.png?v=20201010,1,ל,1
879,מועלם-רפאלי,שולי,מועלם-רפאלי שולי,1965-02-08,1965.0,"1965-02-09T00:00:00",,"",,"",ישראל,נווה דניאל,נשואה,7.0,https://fs.knesset.gov.il/globaldocs/MK/879/1_879_2_2184.png?v=20201010,0,מ,2
880,מזרחי,משה,מזרחי משה,1950-09-20,1950.0,"1950-09-20T00:00:00",,"",,"",ישראל,שוהם,נשוי,5.0,https://fs.knesset.gov.il/globaldocs/MK/880/1_880_2_2190.png?v=20201010,0,מ,1
881,מיכאלי,מרב,מיכאלי מרב,1966-11-24,1966.0,"1966-11-24T00:00:00",,"",,"",ישראל,תל אביב,רווקה,,https://fs.knesset.gov.il/globaldocs/MK/881/1_881_2_2195.png?v=20201010,1,מ,2
882,מרגלית,אראל,מרגלית אראל,1961-01-01,1961.0,"",,"",,"",ישראל,ירושלים,נשוי,3.0,https://fs.knesset.gov.il/globaldocs/MK/882/1_882_2_2202.png?v=20201010,0,מ,1
883,סולומון,שמעון,סולומון שמעון,1968-08-05,1968.0,"",,"",,"1980-01-01T00:00:00",אתיופיה,אשדוד,גרוש,3.0,https://fs.knesset.gov.il/globaldocs/MK/883/1_883_2_2208.png?v=20201010,0,ס,1
884,סטרוק,אורית,סטרוק אורית,1960-03-15,1960.0,"1960-03-15T00:00:00",,"",,"",ישראל,חברון,נשואה,11.0,https://fs.knesset.gov.il/globaldocs/MK/884/1_884_2_2212.png?v=20201010,0,ס,2
885,פייגלין,משה זלמן,פייגלין משה זלמן,1962-07-31,1962.0,"1962-07-31T00:00:00",,"",,"1962-01-01T00:00:00",ישראל,קרני שומרון,נשוי,5.0,https://fs.knesset.gov.il/globaldocs/MK/885/1_885_2_2216.png?v=20201010,0,פ,1
886,פירון,שי,פירון שי,1965-01-25,1965.0,"1965-01-25T00:00:00",,"",,"",ישראל,אורנית,נשוי,6.0,https://fs.knesset.gov.il/globaldocs/MK/886/1_886_2_2220.png?v=20201010,0,פ,1
887,פרי,יעקב,פרי יעקב,1944-02-20,1944.0,"1944-02-20T00:00:00",,"",,"",ישראל,תל אביב,נשוי,5.0,https://fs.knesset.gov.il/globaldocs/MK/887/1_887_2_2225.png?v=20201010,0,פ,1
888,פריג`,עיסאווי,פריג` עיסאווי,1963-12-14,1963.0,"",,"",,"",ישראל,כפר קאסם,נשוי,7.0,https://fs.knesset.gov.il/globaldocs/MK/888/1_888_2_2232.png?v=20201010,0,פ,1
889,פרנקל,רינה,פרנקל רינה,1956-09-17,1956.0,"",,"",,"1990-01-01T00:00:00",ברית המועצות,נהרייה,אלמנה,1.0,https://fs.knesset.gov.il/globaldocs/MK/889/1_889_2_2238.png?v=20201010,0,פ,2
890,צור,דוד,צור דוד,1959-07-12,1959.0,"",,"",,"",טורקיה,תל אביב,אלמן,3.0,https://fs.knesset.gov.il/globaldocs/MK/890/1_890_2_2242.png?v=20201010,0,צ,1
891,קול,עדי,קול עדי,1976-03-19,1976.0,"",,"",,"",ישראל,תל אביב,נשואה,,https://fs.knesset.gov.il/globaldocs/MK/891/1_891_2_2246.png?v=20201010,0,ק,2
892,קלדרון,רות,קלדרון רות,1961-09-25,1961.0,"1961-09-24T00:00:00",,"",,"",ישראל,תל אביב,גרושה,3.0,https://fs.knesset.gov.il/globaldocs/MK/892/1_892_2_2250.png?v=20201010,0,ק,2
893,כלפה,זבולון,כלפה זבולון,1962-09-26,1962.0,"1962-09-26T00:00:00",,"",,"",ישראל,שומריה,נשוי,6.0,https://fs.knesset.gov.il/globaldocs/MK/893/1_893_2_2254.png?v=20201010,0,כ,1
894,קריב,יפעת,קריב יפעת,1973-11-23,1973.0,"1973-11-23T00:00:00",,"",,"",ישראל,הוד השרון,נשואה,4.0,https://fs.knesset.gov.il/globaldocs/MK/894/1_894_2_2258.png?v=20201010,0,ק,2
895,רוזין,מיכל,רוזין מיכל,1969-06-25,1969.0,"",,"",,"",ישראל,פתח תקווה,נשואה,3.0,https://fs.knesset.gov.il/globaldocs/MK/895/1_895_2_2263.png?v=20201010,0,ר,2
