LawID,TypeID,TypeDesc,SubTypeID,SubTypeDesc,KnessetNum,Name,PublicationDate,PublicationSeriesID,PublicationSeriesDesc,MagazineNumber,PageNumber,LastUpdatedDate
2069251,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת הטבק (תיקון), 1941",3/6/1941 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1082,תוס' 1 - 1082,4/1/2019 13:48
2069252,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת המכס (תיקון), 1941",3/6/1941 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1082,תוס' 1 - 1082,4/3/2019 11:24
2069253,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת המשקאות המשכרים (ייצור ומכירה) (תיקון), 1941",3/6/1941 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1082,תוס' 1 - 1082,4/3/2019 13:38
2069265,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת הסמים המסוכנים (תיקון), 1941",3/6/1941 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1082,תוס' 1 - 1082,4/11/2019 13:52
2069267,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת העיריות (תיקון), 1941",5/10/1941 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1097,תוס' 1 - 1097,4/14/2019 11:41
2069268,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת חיל המתנדבים לפלשתינה (א""י), 1941",5/10/1941 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1097,תוס' 1 - 1097,4/1/2019 13:19
2069269,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת מס הבולים (תיקון), 1941",5/10/1941 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1097,תוס' 1 - 1097,4/14/2019 13:38
2069270,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת מסי העיריה (הקנאת תוקף חוקי), 1941",5/10/1941 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1097,תוס' 1 - 1097,5/15/2019 13:19
2069271,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת מסי העיריה ומסי הממשלה (פטורין) (תיקון), 1941",5/10/1941 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1097,תוס' 1 - 1097,5/15/2019 13:20
2069272,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת מעין עין פארה, 1941",5/10/1941 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1097,תוס' 1 - 1097,5/15/2019 13:37
2069273,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת תקנות העברת הקרקעות (מסים) (תיקון), 1941",5/10/1941 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1097,תוס' 1 - 1097,6/17/2019 12:00
2069274,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת ההלוואות על יבול ההדרים (ערבות הממשלה), 1941",6/14/1941 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1107,תוס' 1 - 1107,3/20/2019 13:48
2069275,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת הגבלת שכר דירה (דירות) (תיקון), 1941",6/30/1941 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1111,תוס' 1 - 1111,3/18/2019 13:03
2069276,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת המלאכות והתעשיות (הסדרה) (תיקון), 1941",6/30/1941 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1111,תוס' 1 - 1111,4/3/2019 11:43
2069277,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת המשפטים הממשלתיים (תיקון), 1941",6/30/1941 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1111,תוס' 1 - 1111,4/3/2019 13:36
2069278,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת הרופאים הווטרינריים (תיקון), 1941",6/30/1941 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1111,תוס' 1 - 1111,6/16/2019 13:27
2069279,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת חיל הספר של עבר-הירדן (תיקון), 1941",6/30/1941 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1111,תוס' 1 - 1111,4/11/2019 13:50
2069280,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת כלי היריה (תיקון), 1941",6/30/1941 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1111,תוס' 1 - 1111,6/17/2019 13:24
2069281,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת מס ההכנסה, 1941",8/22/1941 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1126,תוס' 1 - 1126,4/14/2019 13:42
2069282,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת בתי הדואר (תיקון), 1941",10/9/1941 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1134,תוס' 1 - 1134,3/7/2019 14:04
2069284,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת חוק המשכנתאות (חברות מאושרות) (תיקון), 1941",10/9/1941 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1134,תוס' 1 - 1134,6/17/2019 11:11
2069286,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת עורכי הדין (תיקון), 1941",10/9/1941 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1134,תוס' 1 - 1134,5/21/2019 11:06
2069287,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת בנין ערים (תיקון), 1941",11/10/1941 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1139,תוס' 1 - 1139,10/31/2018 11:32
2069288,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת המודעות (תיקון), 1941",11/10/1941 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1139,תוס' 1 - 1139,4/2/2019 10:26
2069289,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת הביטוח מפני סיכוני מלחמה, 1941",11/10/1941 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1139,תוס' 1 - 1139,3/13/2019 12:57
2069290,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת ההקצבה (1941-1942), 1941",11/10/1941 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1139,תוס' 1 - 1139,11/4/2018 16:26
2069292,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת הבטריקיה האורתודוכסית, 1941",11/20/1941 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1142,תוס' 1 - 1142,7/7/2019 17:02
2069294,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת בריאות העם (תיקון), 1941",12/18/1941 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1154,תוס' 1 - 1154,3/7/2019 13:46
2069295,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת חוק הקרקעות (תיקון), 1941",12/18/1941 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1154,תוס' 1 - 1154,6/17/2019 11:26
2069296,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת מכירת משקאות משכרים (תיקון), 1941",12/18/1941 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1154,תוס' 1 - 1154,6/18/2019 14:04
2069297,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת מלווה המלחמה, 1941",12/18/1941 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1154,תוס' 1 - 1154,6/18/2019 14:06
2069298,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת מסילות הברזל הממשלתיות (תיקון), 1941",12/18/1941 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1154,תוס' 1 - 1154,5/15/2019 13:33
2069299,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת סימני המסחר (תיקון), 1941",12/18/1941 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1154,תוס' 1 - 1154,5/15/2019 14:09
2069300,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת סימני הסחורות (תיקון), 1941",12/18/1941 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1154,תוס' 1 - 1154,5/21/2019 9:43
2069301,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת החינוך (תיקון), 1942",2/13/1942 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1168,תוס' 1 - 1168,4/1/2019 13:24
2069302,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת הסמים המסוכנים (תיקון), 1942",2/13/1942 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1168,תוס' 1 - 1168,4/11/2019 13:53
2069303,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת פשיטת הרגל (תיקון), 1942",2/13/1942 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1168,תוס' 1 - 1168,6/11/2019 10:56
2069304,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת הדיג (תיקון), 1942",3/30/1942 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1182,תוס' 1 - 1182,3/18/2019 13:09
2069305,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת היערות (תיקון), 1942",3/30/1942 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1182,תוס' 1 - 1182,4/1/2019 13:59
2069307,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת מס הכנסה (תיקון), 1942",3/30/1942 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1182,תוס' 1 - 1182,4/14/2019 13:43
2069308,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת ההקצבה הנוספת (1940-1941), 1942",3/30/1942 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1182,תוס' 1 - 1182,11/4/2018 16:22
2069312,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת ההלוואות (חברות מאושרות) (תיקון), 1942",6/25/1942 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1204,תוס' 1 - 1204,3/20/2019 13:43
2069313,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת המוכתרים (מינוי), 1942",6/25/1942 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1204,תוס' 1 - 1204,4/2/2019 10:29
2069315,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת העיריות (תיקון), 1942",6/25/1942 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1204,תוס' 1 - 1204,4/14/2019 11:41
2069316,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת הפרוצודורה הפלילית (מעצר וחיפושים) (תיקון), 1942",6/25/1942 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1204,תוס' 1 - 1204,6/13/2019 11:22
2069319,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת הקרקעות (סידור זכות הקניין), 1942",6/25/1942 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1204,תוס' 1 - 1204,6/16/2019 12:54
2069320,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת חבלות גוף (הוראות לשעת חירום), 1942",6/25/1942 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1204,תוס' 1 - 1204,4/1/2019 13:19
2069321,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת שיפוט בתי משפט השלום (תיקון), 1942",6/25/1942 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1204,תוס' 1 - 1204,6/16/2019 10:16
2069322,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת ההלוואות על יבול ההדרים (ערבות הממשלה), 1942",7/18/1942 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1211,תוס' 1 - 1211,3/20/2019 13:47
2069323,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת המועצות המקומיות (תיקון), 1942",7/18/1942 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1211,תוס' 1 - 1211,4/2/2019 13:03
2069324,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת מס הרכוש העירוני (תיקון), 1942",7/18/1942 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1211,תוס' 1 - 1211,5/15/2019 13:14
2069325,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת רישום שמות בתי עסק (תיקון), 1942",7/18/1942 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1211,תוס' 1 - 1211,6/11/2019 11:50
2069326,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת המלווה הפלשתינאית (א""י), 1942",7/24/1942 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1213,תוס' 1 - 1213,4/3/2019 11:56
2069327,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת החופים (תיקון), 1942",10/22/1942 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1230,תוס' 1 - 1230,3/26/2019 13:52
2069330,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת הפיצויים לעובדים (תיקון), 1942",10/22/1942 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1230,תוס' 1 - 1230,5/14/2019 12:17
2069331,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת ההקצבה (1942-1943), 1942",10/22/1942 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1230,תוס' 1 - 1230,11/4/2018 16:20
2069332,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת הטבק (תיקון), 1943",2/15/1943 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1250,תוס' 1 - 1250,4/1/2019 13:48
2069333,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת המשקאות המשכרים (ייצור ומכירה) (תיקון), 1943",2/15/1943 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1250,תוס' 1 - 1250,4/3/2019 13:38
2069334,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת שיפוט בתי משפט השלום (תיקון), 1943",2/15/1943 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1250,תוס' 1 - 1250,6/16/2019 10:16
2069335,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת הכנסות מלחמה (מס הכנסה) (תיקון), 1943",3/30/1943 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1258,תוס' 1 - 1258,6/20/2019 10:56
2069336,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת הכנסות מלחמה (מס הרכוש החקלאי) (תיקון), 1943",3/30/1943 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1258,תוס' 1 - 1258,4/14/2019 14:06
2069337,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת מס ההכנסה (תיקון), 1943",3/30/1943 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1258,תוס' 1 - 1258,6/20/2019 13:23
2069339,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת העיריות (תיקון), 1943",6/24/1943 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1273,תוס' 1 - 1273,4/14/2019 11:41
2069341,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת ההקצבה הנוספת (1941-1942), 1943",6/24/1943 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1273,תוס' 1 - 1273,11/4/2018 16:22
2069342,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת מסי עיריה ומסי ממשלה (פיטורין) (תיקון), 1943",6/24/1943 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1273,תוס' 1 - 1273,5/15/2019 13:20
2069343,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת ההלוואות על יבול ההדרים (ערבות הממשלה), 1943",8/10/1943 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1281,תוס' 1 - 1281,3/20/2019 13:47
2069344,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת הסמים המסוכנים (תיקון), 1943",8/10/1943 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1281,תוס' 1 - 1281,4/11/2019 13:53
2069346,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת העברת הקרקעות (תיקון), 1943",8/10/1943 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1281,תוס' 1 - 1281,4/14/2019 10:48
2069348,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת הפנסיות (תיקון), 1943",8/10/1943 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1281,תוס' 1 - 1281,5/20/2019 15:17
2069349,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת קופת התגמולים, 1943",8/10/1943 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1281,תוס' 1 - 1281,5/27/2019 16:57
2069350,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת הפיצויים לעובדים (תיקון), 1943",8/17/1943 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1284,תוס' 1 - 1284,5/14/2019 12:17
2069352,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת העתונות (תיקון), 1943",11/18/1943 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1301,תוס' 1 - 1301,4/14/2019 11:05
2069353,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת הרשמים (תיקון), 1943",11/18/1943 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1301,תוס' 1 - 1301,6/17/2019 10:01
2069354,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת השבועות (תיקון), 1943",11/18/1943 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1301,תוס' 1 - 1301,6/17/2019 10:02
2069355,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת מכירת משקאות משכרים (תיקון), 1943",11/18/1943 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1301,תוס' 1 - 1301,6/18/2019 14:04
2069357,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת ההגבלות על שכר דירה (בתי עסק) (תיקון), 1943",12/10/1943 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1305,תוס' 1 - 1305,3/18/2019 15:37
2069358,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת העתיקות (תיקון), 1943",12/10/1943 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1305,תוס' 1 - 1305,5/5/2019 13:35
2069359,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת הפיצויים לעובדים (תיקון) (מס' 2), 1943",12/10/1943 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1305,תוס' 1 - 1305,5/14/2019 12:17
2069360,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת הפירושים (תיקון), 1943",12/10/1943 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1305,תוס' 1 - 1305,5/14/2019 13:48
2069361,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת מס הבולים (תיקון), 1943",12/10/1943 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1305,תוס' 1 - 1305,4/14/2019 13:39
2069362,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת תכניות לשיכון פליטי הדבר (מחוז לוד), 1943",12/10/1943 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1305,תוס' 1 - 1305,6/16/2019 11:16
2069363,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת השעשועים הציבוריים (תיקון), 1943",12/30/1943 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1308,תוס' 1 - 1308,6/17/2019 10:34
2069364,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת הדיג (תיקון), 1944",3/3/1944 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1321,תוס' 1 - 1321,3/18/2019 13:09
2069365,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת הכנסות מלחמה (מס הרכוש החקלאי) (תיקון), 1944",3/3/1944 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1321,תוס' 1 - 1321,4/14/2019 14:04
2069366,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת המועצות המקומיות (תיקון), 1944",3/3/1944 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1321,תוס' 1 - 1321,4/2/2019 13:03
2069367,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת העונשין הקיבוציים, (תיקון), 1944",3/3/1944 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1321,תוס' 1 - 1321,4/14/2019 10:59
2069373,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת הפנסיות, 1944",3/3/1944 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1321,תוס' 1 - 1321,7/7/2019 17:22
2069374,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת הרשויות המקומיות (מס עסקים), 1944",3/3/1944 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1321,תוס' 1 - 1321,6/17/2019 9:47
2069375,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת ההקצבה הנוספת (1942-1943), 1944",3/3/1944 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1321,תוס' 1 - 1321,11/4/2018 16:22
2069378,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת הטבק (תיקון), 1944",3/16/1944 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1324,תוס' 1 - 1324,4/1/2019 13:48
2069379,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת הפיצויים (הגנה) (תיקון), 1944",3/16/1944 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1324,תוס' 1 - 1324,5/14/2019 11:21
2069380,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת הקרקעות (סידור זכות הקניין) (תיקון), 1944",3/16/1944 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1324,תוס' 1 - 1324,6/16/2019 12:55
2069381,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת כנסת ישראל (מועצת הרבנות הראשית בארץ) (הקנאת תוקף חוקי), 1944",3/16/1944 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1324,תוס' 1 - 1324,6/17/2019 13:48
2069383,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת מס הבולים (תיקון), 1944",3/16/1944 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1324,תוס' 1 - 1324,4/14/2019 13:39
2069384,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת מס ההכנסה (תיקון), 1944",3/16/1944 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1324,תוס' 1 - 1324,4/14/2019 13:43
2069385,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת מס הרכוש החקלאי (תיקון), 1944",3/16/1944 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1324,תוס' 1 - 1324,4/14/2019 14:05
2069386,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת מס הרכוש העירוני (תיקון), 1944",3/16/1944 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1324,תוס' 1 - 1324,5/15/2019 13:15
2069387,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת ההקצבה (1943-1944), 1944",3/16/1944 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1324,תוס' 1 - 1324,11/4/2018 16:20
2069389,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת דודי הקיטור (תיקון), 1944",6/29/1944 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1344,תוס' 1 - 1344,3/13/2019 11:55
2069390,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת החוק הפלילי (תיקון), 1944",6/29/1944 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1344,תוס' 1 - 1344,4/1/2019 13:18
2069391,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת הירושות (תיקון), 1944",6/29/1944 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1344,תוס' 1 - 1344,4/1/2019 14:00
2069392,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת הלוואות על יבול ההדרים (ערבות הממשלה), 1944",8/17/1944 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1352,תוס' 1 - 1352,3/20/2019 13:49
2069394,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת המשקלות והמידות, 1944",8/17/1944 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1352,תוס' 1 - 1352,4/14/2019 9:47
2069396,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת הנהלת הכפרים, 1944",8/17/1944 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1352,תוס' 1 - 1352,4/3/2019 11:51
2069397,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת שטרי אוצר פלשתינאיים (א״י), 1944",8/17/1944 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1352,תוס' 1 - 1352,6/11/2019 11:54
2069398,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת הבנקאות (תיקון), 1944",9/14/1944 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1359,תוס' 1 - 1359,3/18/2019 12:42
2069399,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת מלווה מלחמה (אגרות חוב למוכ""ז), 1944",9/14/1944 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1359,תוס' 1 - 1359,10/31/2018 10:37
2069400,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת הפנסיות (תיקון), 1944",10/27/1944 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1368,תוס' 1 - 1368,5/20/2019 15:22
2069401,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת הפרוצדורה הפלילית (עדות) (תיקון), 1944",10/27/1944 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1368,תוס' 1 - 1368,6/13/2019 11:28
2069402,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת הפרוצדורה הפלילית (שפיטה לפי כתב אשמה) (תיקון), 1944",10/27/1944 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1368,תוס' 1 - 1368,6/16/2019 11:03
2069403,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת פנסיות לאלמנות ויתומים, 1944",10/27/1944 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1368,תוס' 1 - 1368,5/27/2019 16:40
2069404,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת הקצבה (1944-1945), 1944",10/27/1944 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1368,תוס' 1 - 1368,11/4/2018 16:20
2069406,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת החוק הפלילי (תיקון) (מס' 2), 1944",12/28/1944 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1380,תוס' 1 - 1380,4/1/2019 13:19
2069411,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת הפרוצדורה האזרחית (תיקון), 1944",12/28/1944 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1380,תוס' 1 - 1380,6/13/2019 11:10
2069412,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת מס בעלי חיים, 1944",12/28/1944 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1380,תוס' 1 - 1380,4/14/2019 13:04
2069413,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת עירית פתח תקוה (הרשאת תשלומים), 1944",12/28/1944 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1380,תוס' 1 - 1380,5/27/2019 11:37
